Category,System,Subsystem
Clustering-based subsystems,Tricarboxylate transporter,CBSS-49338.1.peg.459
Clustering-based subsystems,Two related proteases,CBSS-257314.1.peg.676
Clustering-based subsystems,Ubiquinol-cytochrome C chaperone locus,CBSS-176299.3.peg.2475
Clustering-based subsystems,Urate degradation,Ureide pathway
Clustering-based subsystems,"a carboxypeptidase, a reductase, and a step from lysibe biosynthesis",CBSS-584.1.peg.1352
Clustering-based subsystems,a cluster of hypotheticals,CBSS-208964.1.peg.1768
Clustering-based subsystems,alpha-proteobacterial cluster of hypotheticals,CBSS-52598.3.peg.2843
Clustering-based subsystems,"clustering of 2 heat shock proteins, phosphoenolpyruvate carboxykinase and a putative hydrolase",CBSS-584.1.peg.3382
Clustering-based subsystems,"contains Thr-tRNA-syn, pyridoxine biosyn, lipid A biosyn, 3 hypos",CBSS-1806.1.peg.1285
Clustering-based subsystems,disambiguate cysteine desulferases,CBSS-345074.3.peg.1627
Clustering-based subsystems,"heat shock, cell division, proteases, and a methyltransferase",Heat shock Cell division Proteases and a Methyltransferase
Clustering-based subsystems,hypthetical clustered with tRNA modification,CBSS-83333.1.peg.2911
Clustering-based subsystems,"metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids",CBSS-164757.7.peg.5020
Clustering-based subsystems,methane monooxygenase cluster (? can be phenol-monoox in some organisms?),CBSS-246196.1.peg.1974
Clustering-based subsystems,pH adaptation potassium efflux,CBSS-272569.1.peg.3198
Clustering-based subsystems,proteosome related,Cluster-based Subsystem Grouping Hypotheticals - perhaps Proteosome Related
Clustering-based subsystems,recX and regulatory cluster,CBSS-261594.1.peg.788
Clustering-based subsystems,tRNA sulfuration,CBSS-89187.3.peg.2957
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory",Molybdopterin cytosine dinucleotide
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory",Thiamin biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Biotin,Biotin biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Biotin,Biotin biosynthesis Experimental
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Biotin,Biotin synthesis cluster
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme A,Coenzyme A Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme A,Coenzyme A Biosynthesis cluster
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme B,Coenzyme B synthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme F420,Coenzyme F420 synthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme M,Coenzyme M biosynthesis -- gjo
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme M,coenzyme M biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Fe-S clusters,Fe-S cluster assembly
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,5-FCL-like protein
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,"Folate Biosynthesis, archaeal"
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Folate Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Folate biosynthesis cluster
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Methanopterin biosynthesis2
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Molybdenum cofactor biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Pterin biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Pterin carbinolamine dehydratase
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Pterin metabolism
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Pterin metabolism 3
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,Pterin synthesis related cluster
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,YgfZ-Iron
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Folate and pterines,p-Aminobenzoyl-Glutamate Utilization
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Lipoic acid,Lipoic Acid explorationVDC
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Lipoic acid,Lipoic acid metabolism
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Lipoic acid,Lipoylation cluster
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Mycofactocin,Mycofactocin system cluster
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD and NADP cofactor biosynthesis global
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD consumption
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD experimental
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,NAD regulation
"Cofactors, Vitamins, Prosthetic Groups, Pigments",NAD and NADP,PnuC-like transporters
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Pyridoxine,Pyridoxin(Vitamin B6) Degradation Pathway
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Pyridoxine,Pyridoxin (Vitamin B6) Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Pyridoxine,Pyridoxine regulons
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Coenzyme PQQ synthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Menaquinone Biosynthesis via Futalosine
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Menaquinone Biosynthesis via Futalosine -- gjo
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Menaquinone and Phylloquinone Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Menaquinone and Phylloquinone Biosynthesis -- gjo
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Plastoquinone Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Plastoquinone and Tocopherol Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Pyrroloquinoline Quinone biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Quinone polyprenylation
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Tocopherol Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Ubiquinone Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Ubiquinone Biosynthesis - gjo
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Quinone cofactors,Ubiquinone Biosynthesis in Eucarya
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD",Flavodoxin
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD","Riboflavin, FMN and FAD metabolism"
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD","Riboflavin, FMN and FAD metabolism in plants"
"Cofactors, Vitamins, Prosthetic Groups, Pigments","Riboflavin, FMN, FAD",riboflavin to FAD
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,B12-Duf71
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Bilin Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Chlorophyll Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Chlorophyll Degradation
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Cob(I)alamin adenosyltransferase
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Cobalamin synthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Coenzyme B12 biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Heme and Siroheme Biosynthesis
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Tetrapyrroles,Heme biosynthesis orphans
DNA Metabolism,DNA Metabolism - no subcategory,DNA ligases
DNA Metabolism,DNA Metabolism - no subcategory,DNA phosphorothioation
DNA Metabolism,DNA Metabolism - no subcategory,"DNA structural proteins, bacterial"
DNA Metabolism,DNA Metabolism - no subcategory,External and Outer Membrane Nucleases
DNA Metabolism,DNA Metabolism - no subcategory,IncH1 Conjugal Transfer System
DNA Metabolism,DNA Metabolism - no subcategory,IncP (RP4) Conjugal Transfer System
DNA Metabolism,DNA Metabolism - no subcategory,Nucleoid-associated proteins in Bacteria
DNA Metabolism,DNA Metabolism - no subcategory,Restriction-Modification System
DNA Metabolism,DNA Metabolism - no subcategory,Type I Restriction-Modification
DNA Metabolism,DNA Metabolism - no subcategory,YcfH
DNA Metabolism,CRISPs,CRISPR-associated cluster
DNA Metabolism,CRISPs,CRISPRs
DNA Metabolism,CRISPs,CRISP Cmr Cluster
DNA Metabolism,DNA recombination,"DNA recombination, archaeal"
DNA Metabolism,DNA recombination,RuvABC plus a hypothetical
DNA Metabolism,DNA repair,2-phosphoglycolate salvage
DNA Metabolism,DNA repair,ATP-dependent Nuclease
DNA Metabolism,DNA repair,DNA Repair Base Excision
DNA Metabolism,DNA repair,"DNA repair, UvrABC system"
DNA Metabolism,DNA repair,"DNA repair, bacterial"
DNA Metabolism,DNA repair,"DNA repair, bacterial DinG and relatives"
DNA Metabolism,DNA repair,"DNA repair, bacterial MutL-MutS system"
DNA Metabolism,DNA repair,"DNA repair, bacterial RecBCD pathway"
DNA Metabolism,DNA repair,"DNA repair, bacterial RecFOR pathway"
DNA Metabolism,DNA repair,"DNA repair, bacterial UmuCD system"
DNA Metabolism,DNA repair,"DNA repair, bacterial UvrD and related helicases"
DNA Metabolism,DNA repair,"DNA repair, bacterial photolyase"
DNA Metabolism,DNA repair,DNA repair and recombination eukaryotic
DNA Metabolism,DNA repair,"DNA repair system including RecA, MutS and a hypothetical protein"
DNA Metabolism,DNA repair,Nonhomologous End-Joining in Bacteria
DNA Metabolism,DNA repair,RecA and RecX
DNA Metabolism,DNA repair,Uracil-DNA glycosylase
DNA Metabolism,DNA replication,DNA-replication
DNA Metabolism,DNA replication,DNA Helicase of Unknown Function
DNA Metabolism,DNA replication,"DNA replication, archaeal"
DNA Metabolism,DNA replication,DNA replication strays
DNA Metabolism,DNA replication,DNA replication subset - gjo
DNA Metabolism,DNA replication,"DNA topoisomerases, Type I, ATP-independent"
DNA Metabolism,DNA replication,"DNA topoisomerases, Type II, ATP-dependent"
DNA Metabolism,DNA replication,Plasmid replication
DNA Metabolism,"DNA uptake, competence",Competence in Streptococci
DNA Metabolism,"DNA uptake, competence",DNA processing cluster
DNA Metabolism,"DNA uptake, competence",Gram Positive Competence
DNA Metabolism,"DNA uptake, competence",Late competence
DNA Metabolism,"DNA uptake, competence",Natural DNA Transformation in Vibrio
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Bacillus Sporulation Killing Factor A Biosynthetic Cluster
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Bacillus biofilm matrix protein component TasA and homologs
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Bsub-Spore-Coat
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Exosporium
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Persister Cells
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,SpoVS protein family
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Spore Core Dehydration
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Spore germination
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Spore pigment biosynthetic cluster in Actinomycetes
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Sporulation-associated proteins with broader functions
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Sporulation Cluster
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Sporulation Cluster III A
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Sporulation draft
Dormancy and Sporulation,Dormancy and Sporulation - no subcategory,Sporulation gene orphans
Dormancy and Sporulation,Spore DNA protection,Dipicolinate Synthesis
Dormancy and Sporulation,Spore DNA protection,Small acid-soluble spore proteins
Experimental Subsystems,Experimental Subsystems - no subcategory,2-oxoisovalerate to 2-isopropyl-3-oxosuccinate module
Experimental Subsystems,Experimental Subsystems - no subcategory,271-Bsub
Experimental Subsystems,Experimental Subsystems - no subcategory,"6-deoxy-5-ketofructose-1-phosphate synthesis, archaeal"
Experimental Subsystems,Experimental Subsystems - no subcategory,ABC transporter ferrichrome (TC 3.A.1.14.3)
Experimental Subsystems,Experimental Subsystems - no subcategory,AR-194-EC
Experimental Subsystems,Experimental Subsystems - no subcategory,A module for synthesis of coenzyme B from 2-oxoglutarate
Experimental Subsystems,Experimental Subsystems - no subcategory,AdoMet Repair
Experimental Subsystems,Experimental Subsystems - no subcategory,Alkane Utilization
Experimental Subsystems,Experimental Subsystems - no subcategory,"Aminotransferases:Aromatic Pathway and More, A work in progress"
Experimental Subsystems,Experimental Subsystems - no subcategory,Ammonium metabolism H. pylori
Experimental Subsystems,Experimental Subsystems - no subcategory,Archaeal signature proteins
Experimental Subsystems,Experimental Subsystems - no subcategory,Archaeal strays
Experimental Subsystems,Experimental Subsystems - no subcategory,Aspartate aminotransferase protein family
Experimental Subsystems,Experimental Subsystems - no subcategory,At5g47760
Experimental Subsystems,Experimental Subsystems - no subcategory,Biofilm formation in Vibrio
Experimental Subsystems,Experimental Subsystems - no subcategory,CBSS-190485.1.peg.4141
Experimental Subsystems,Experimental Subsystems - no subcategory,CBSS-190486.1.peg.2083
Experimental Subsystems,Experimental Subsystems - no subcategory,CBSS-205922.3.peg.630
Experimental Subsystems,Experimental Subsystems - no subcategory,CBSS-223283.1.peg.1869
Experimental Subsystems,Experimental Subsystems - no subcategory,CBSS-258594.1.peg.3734
Experimental Subsystems,Experimental Subsystems - no subcategory,CBSS-272943.3.peg.2468
Experimental Subsystems,Experimental Subsystems - no subcategory,COG1272 Experimental
Experimental Subsystems,Experimental Subsystems - no subcategory,COG1901
Experimental Subsystems,Experimental Subsystems - no subcategory,CR clusters Euk 1
Experimental Subsystems,Experimental Subsystems - no subcategory,CR clusters Euk 2
Experimental Subsystems,Experimental Subsystems - no subcategory,CR clusters Euk 3
Experimental Subsystems,Experimental Subsystems - no subcategory,CR clusters Euk 4
Experimental Subsystems,Experimental Subsystems - no subcategory,CR clusters Euk 5 hexokinase2
Experimental Subsystems,Experimental Subsystems - no subcategory,CR clusters Euk 6 lactateDehB
Experimental Subsystems,Experimental Subsystems - no subcategory,CR clusters Euk 7 GlucoseP isomerase
Experimental Subsystems,Experimental Subsystems - no subcategory,CRnot mitoch clusters Euk 1
Experimental Subsystems,Experimental Subsystems - no subcategory,Cellulose synthesis
Experimental Subsystems,Experimental Subsystems - no subcategory,Chaotic YbgI and Bsu YqfO family
Experimental Subsystems,Experimental Subsystems - no subcategory,Cinnamyl ADH
Experimental Subsystems,Experimental Subsystems - no subcategory,CobW
Experimental Subsystems,Experimental Subsystems - no subcategory,Coproporphyrinogen III oxidases Experimental
Experimental Subsystems,Experimental Subsystems - no subcategory,Cyp450
Experimental Subsystems,Experimental Subsystems - no subcategory,"DNA replication, archaeal Isaac"
Experimental Subsystems,Experimental Subsystems - no subcategory,DUF208
Experimental Subsystems,Experimental Subsystems - no subcategory,Dabb
Experimental Subsystems,Experimental Subsystems - no subcategory,De Novo Purine Biosynthesis GJO
Experimental Subsystems,Experimental Subsystems - no subcategory,Deaminase
Experimental Subsystems,Experimental Subsystems - no subcategory,Diphtamide biosynthesis
Experimental Subsystems,Experimental Subsystems - no subcategory,DosR regulon
Experimental Subsystems,Experimental Subsystems - no subcategory,Duf71 paralog
Experimental Subsystems,Experimental Subsystems - no subcategory,ERES Pathogenicity Region
Experimental Subsystems,Experimental Subsystems - no subcategory,Experimental-COG3533
Experimental Subsystems,Experimental Subsystems - no subcategory,Experimental-DCE degrader
Experimental Subsystems,Experimental Subsystems - no subcategory,Experimental-EFP
Experimental Subsystems,Experimental Subsystems - no subcategory,Experimental-FO
Experimental Subsystems,Experimental Subsystems - no subcategory,Experimental- Heme
Experimental Subsystems,Experimental Subsystems - no subcategory,Experimental -Creatinine degradation
Experimental Subsystems,Experimental Subsystems - no subcategory,Experimental Sulfur transfer Archaea
Experimental Subsystems,Experimental Subsystems - no subcategory,Flagellum-CBSS-351745.7.peg.1335
Experimental Subsystems,Experimental Subsystems - no subcategory,Flagellum-CBSS-483179.3.peg.2258
Experimental Subsystems,Experimental Subsystems - no subcategory,Folate Biosynthesis (Phoenix copy) 
Experimental Subsystems,Experimental Subsystems - no subcategory,Fructose-bisphosphate aldolase protein family
Experimental Subsystems,Experimental Subsystems - no subcategory,Future SA prophage SS
Experimental Subsystems,Experimental Subsystems - no subcategory,Galactoglucan Biosynthesis in Sinorhizobium
Experimental Subsystems,Experimental Subsystems - no subcategory,Gamma-aminobutyrate (GABA) shunt
Experimental Subsystems,Experimental Subsystems - no subcategory,"Glutamyl peptidase, experimental"
Experimental Subsystems,Experimental Subsystems - no subcategory,Glyoxylate-Hydroxypyruvate Conversion
Experimental Subsystems,Experimental Subsystems - no subcategory,Group 2 capsule operon in E coli
Experimental Subsystems,Experimental Subsystems - no subcategory,Heme temp review
Experimental Subsystems,Experimental Subsystems - no subcategory,Hemolysin II regulation
Experimental Subsystems,Experimental Subsystems - no subcategory,Homocitrate to 2-oxoadipate module
Experimental Subsystems,Experimental Subsystems - no subcategory,"Hypothetical sugar utilization, UgtR regulon"
Experimental Subsystems,Experimental Subsystems - no subcategory,Iron-sulfur proteins catalog experimental
Experimental Subsystems,Experimental Subsystems - no subcategory,KEOPS complex
Experimental Subsystems,Experimental Subsystems - no subcategory,L-2-amino-adipate to lysine module
Experimental Subsystems,Experimental Subsystems - no subcategory,Laccases Nick
Experimental Subsystems,Experimental Subsystems - no subcategory,Lipase chaperone
Experimental Subsystems,Experimental Subsystems - no subcategory,Listeria autolysins
Experimental Subsystems,Experimental Subsystems - no subcategory,Mannosylfructose biosynthesis
Experimental Subsystems,Experimental Subsystems - no subcategory,Mechanosensitive channels
Experimental Subsystems,Experimental Subsystems - no subcategory,Multiple resistance and pH-related antiporter Mrp
Experimental Subsystems,Experimental Subsystems - no subcategory,NAD experimental temporary
Experimental Subsystems,Experimental Subsystems - no subcategory,Na dependent energetics
Experimental Subsystems,Experimental Subsystems - no subcategory,New genomes June 2020
Experimental Subsystems,Experimental Subsystems - no subcategory,Niacin metabolism in plants
Experimental Subsystems,Experimental Subsystems - no subcategory,Nicotine dehydrogenase
Experimental Subsystems,Experimental Subsystems - no subcategory,Nodulation in Rhizobia
Experimental Subsystems,Experimental Subsystems - no subcategory,PQQ-dependent quinoprotein dehydrogenases
Experimental Subsystems,Experimental Subsystems - no subcategory,PTS Systems in Bacteroides
Experimental Subsystems,Experimental Subsystems - no subcategory,PTS uptake system scratch
Experimental Subsystems,Experimental Subsystems - no subcategory,Pectin degradation
Experimental Subsystems,Experimental Subsystems - no subcategory,Peptidoglycan Biosynthesis experimental
Experimental Subsystems,Experimental Subsystems - no subcategory,Phage test
Experimental Subsystems,Experimental Subsystems - no subcategory,Phenylalanine and Tyrosine Branches from Chorismate (Phoenix copy)
Experimental Subsystems,Experimental Subsystems - no subcategory,Plasmid related 
Experimental Subsystems,Experimental Subsystems - no subcategory,Potassium homeostasis Pavel
Experimental Subsystems,Experimental Subsystems - no subcategory,Propanoate to succinate module
Experimental Subsystems,Experimental Subsystems - no subcategory,Protease inhibitors
Experimental Subsystems,Experimental Subsystems - no subcategory,Protein Tyrosine Phosphatases as virulence factors in Enterobacteria
Experimental Subsystems,Experimental Subsystems - no subcategory,Psa locus in Yersinia
Experimental Subsystems,Experimental Subsystems - no subcategory,Putative amidotransferase similar to cobyric acid synthase
Experimental Subsystems,Experimental Subsystems - no subcategory,Q-derivative
Experimental Subsystems,Experimental Subsystems - no subcategory,QueG TEMP
Experimental Subsystems,Experimental Subsystems - no subcategory,Retinol metabolism
Experimental Subsystems,Experimental Subsystems - no subcategory,S-Adenosylhomocysteine and S-Methylthioadenosine metabolism
Experimental Subsystems,Experimental Subsystems - no subcategory,SA hypothetical
Experimental Subsystems,Experimental Subsystems - no subcategory,Siderophore biosynthesis orphans
Experimental Subsystems,Experimental Subsystems - no subcategory,Siderophores of catechol family - scratch
Experimental Subsystems,Experimental Subsystems - no subcategory,Siderophores of hydroxamate family
Experimental Subsystems,Experimental Subsystems - no subcategory,Small Multidrug Resistance
Experimental Subsystems,Experimental Subsystems - no subcategory,SoxR temp
Experimental Subsystems,Experimental Subsystems - no subcategory,Streptococcus pyogenes Transcription Regulators
Experimental Subsystems,Experimental Subsystems - no subcategory,Sugar catabolome in Shewanella species
Experimental Subsystems,Experimental Subsystems - no subcategory,Sulfate Assimilation Shewanella
Experimental Subsystems,Experimental Subsystems - no subcategory,Superpathway of cysteine biosynthesis
Experimental Subsystems,Experimental Subsystems - no subcategory,Taurine Utilization Exp
Experimental Subsystems,Experimental Subsystems - no subcategory,Tellurium resistance
Experimental Subsystems,Experimental Subsystems - no subcategory,Toluene ortho-monooxygenase (TOM)
Experimental Subsystems,Experimental Subsystems - no subcategory,Transporters In Models
Experimental Subsystems,Experimental Subsystems - no subcategory,TrmE experimental
Experimental Subsystems,Experimental Subsystems - no subcategory,Two-peptide Class II Bacteriocins in Lactobacilli
Experimental Subsystems,Experimental Subsystems - no subcategory,UbiE methyltransferase family
Experimental Subsystems,Experimental Subsystems - no subcategory,Uncharacterized metabolite ABC transporter in Enterobacteriaceae YbbAP
Experimental Subsystems,Experimental Subsystems - no subcategory,XXBOB
Experimental Subsystems,Experimental Subsystems - no subcategory,XXBOB2
Experimental Subsystems,Experimental Subsystems - no subcategory,"YbbO, YbbN"
Experimental Subsystems,Experimental Subsystems - no subcategory,"YjeF, YjeE"
Experimental Subsystems,Experimental Subsystems - no subcategory,ZZ gjo scratch
Experimental Subsystems,Experimental Subsystems - no subcategory,ZZ gjo temp work
Experimental Subsystems,Experimental Subsystems - no subcategory,ZZ rdo scratch
Experimental Subsystems,Experimental Subsystems - no subcategory,oxaloacetate to 2-oxoglutarate module
Experimental Subsystems,Experimental Subsystems - no subcategory,polyamine Halophile
Experimental Subsystems,Experimental Subsystems - no subcategory,preQ1 salvage
Experimental Subsystems,Experimental Subsystems - no subcategory,rRNA methylation in clusters
Experimental Subsystems,Experimental Subsystems - no subcategory,slr0575
Experimental Subsystems,Experimental Subsystems - no subcategory,tRNA modification position 37
Experimental Subsystems,Experimental Subsystems - no subcategory,test sub
Experimental Subsystems,Experimental Subsystems - no subcategory,tsubsys2
Experimental Subsystems,Experimental Subsystems - no subcategory,uridine kinase cluster 1
Experimental Subsystems,"Bacterial cytostatics,differentiation factors and antibiotics",Differentiation in bacteria:transcription factors and signaling systems
Experimental Subsystems,Central carbohydrate metabolism,FGGY Sugar Kinase Family in Metabolic and Genomic Context
Experimental Subsystems,Central carbohydrate metabolism,Fumarate respiration and methabolism
Experimental Subsystems,Clustering-based subsystems,Cluster around pyrimidine-specific ribonucleoside hydrolase
Experimental Subsystems,Clustering-based subsystems,Lipopolysaccharide biosynthesis 2
Experimental Subsystems,Clustering-based subsystems,Region around putative phosphatase YbhA
Experimental Subsystems,Fatty acids,ACP Based Fatty Acid Elongation
Experimental Subsystems,Fatty acids,Biotin-dependent transcarboxylation
Experimental Subsystems,Metabolite repair,At4g17650 (YfjG)
Experimental Subsystems,Metabolite repair,COG3236
Experimental Subsystems,Metabolite repair,Competence or DNA damage-inducible protein CinA-related families
Experimental Subsystems,Metabolite repair,FIG039061: hypothetical protein related to heme utilization
Experimental Subsystems,Metabolite repair,Housecleaning enzymes
Experimental Subsystems,Metabolite repair,LigT
Experimental Subsystems,Metabolite repair,PhzC-PhzF protein family
Experimental Subsystems,Metabolite repair,WrbA and Pirin-like proteins
Experimental Subsystems,Metabolite repair,YebG
Experimental Subsystems,Metabolite repair,YqeK
Experimental Subsystems,Metagenomics,EGS prediction
Experimental Subsystems,Monosaccharides,The Tartronate Semialdehyde Hub
Experimental Subsystems,NAD and NADP,Gln synthetase and NAD synthetase
Experimental Subsystems,NAD and NADP,Nicotinamide catabolism
Experimental Subsystems,Nitrogen fixation and assimilation,NtcA regulon
Experimental Subsystems,"Phages, Prophages, Transposable elements",Phage experimental
Experimental Subsystems,"Phages, Prophages, Transposable elements",Phage functions that need a home
Experimental Subsystems,"Phages, Prophages, Transposable elements",Phage integrases
Experimental Subsystems,Polysaccharides,Pullulan degrading enzymes and Amylases of archaeal and bacterial origin
Experimental Subsystems,"Prophage, Transposon",Streptococcus pyogenes phage 315.1
Experimental Subsystems,Proposed Subsystem,Alkaloid biosynthesis from putrescine
Experimental Subsystems,Proposed Subsystem,Alkaloid biosynthesis from tyrosine
Experimental Subsystems,Proposed Subsystem,Anthocyanin biosynthesis
Experimental Subsystems,Proposed Subsystem,Anthracycline biosynthesis
Experimental Subsystems,Proposed Subsystem,Bis- and Tris-Indole alkaloids
Experimental Subsystems,Proposed Subsystem,Coumarin biosynthesis
Experimental Subsystems,Proposed Subsystem,Fungal cytostatics
Experimental Subsystems,Proposed Subsystem,Protozoan cytostatics and differentiation factors
Experimental Subsystems,Proposed Subsystem,Streptomycin biosynthesis
Experimental Subsystems,Protein processing and modification,Prokaryotic N-acetyltransferase
Experimental Subsystems,Pyrimidines,pyrimidine conversions v2
Experimental Subsystems,RNA processing and modification,tRNA cmo5U synthesis
Experimental Subsystems,Resistance to antibiotics and toxic compounds,Acriflavin resistance cluster
Experimental Subsystems,Resistance to antibiotics and toxic compounds,Phosphonate-Metabolism-Max
Experimental Subsystems,Resistance to antibiotics and toxic compounds,Test
Experimental Subsystems,Supplement for the paper 1,Bacterial short NadE
Experimental Subsystems,Supplement for the paper 2,Bifunctional NMNAT-ADPRPs
Experimental Subsystems,Transposable elements,Transposases
"Fatty Acids, Lipids, and Isoprenoids","Fatty Acids, Lipids, and Isoprenoids - no subcategory",Cholesterol catabolic operon in Mycobacteria
"Fatty Acids, Lipids, and Isoprenoids","Fatty Acids, Lipids, and Isoprenoids - no subcategory",Hopanes
"Fatty Acids, Lipids, and Isoprenoids","Fatty Acids, Lipids, and Isoprenoids - no subcategory",Polyhydroxybutyrate metabolism
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Acyl-CoA thioesterase II
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Carnitine Metabolism in Microorganisms
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty Acid Biosynthesis FASI
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty Acid Biosynthesis FASII
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty acid degradation regulons
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Fatty acid metabolism cluster
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Phospholipid and Fatty acid biosynthesis related cluster
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Polyunsaturated Fatty Acids synthesis
"Fatty Acids, Lipids, and Isoprenoids",Fatty acids,Unsaturated Fatty Acid Metabolism
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Acyclic terpenes utilization
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Archaeal lipids
